text	label
Muslims should all be killed. 	hateful
Immigrants should all be killed. 	hateful
Women like you deserve to die. 	hateful
Trans people like you deserve to die. 	hateful
Gay people like you deserve to die. 	hateful
Black people like you deserve to die. 	hateful
Disabled people like you deserve to die. 	hateful
Muslims like you deserve to die. 	hateful
Immigrants like you deserve to die. 	hateful
I would love to see those women suffer. 	hateful
I would love to see those trans people suffer. 	hateful
I would love to see those gay people suffer. 	hateful
I would love to see those black people suffer. 	hateful
I would love to see those disabled people suffer. 	hateful
I would love to see those Muslims suffer. 	hateful
I would love to see those immigrants suffer. 	hateful
I wish all women would be shot in the street. 	hateful
I wish all trans people would be shot in the street. 	hateful
I wish all gay people would be shot in the street. 	hateful
I wish all black people would be shot in the street. 	hateful
I wish all disabled people would be shot in the street. 	hateful
I wish all Muslims would be shot in the street. 	hateful
I wish all immigrants would be shot in the street. 	hateful
We should get rid of women once and for all. 	hateful
We should get rid of trans people once and for all. 	hateful
We should get rid of gay people once and for all. 	hateful
We should get rid of black people once and for all. 	hateful
We should get rid of disabled people once and for all. 	hateful
We should get rid of Muslims once and for all. 	hateful
We should get rid of immigrants once and for all. 	hateful
We should just hang all these women. 	hateful
We should just hang all these trans people. 	hateful
We should just hang all these gay people. 	hateful
We should just hang all these black people. 	hateful
We should just hang all these disabled people. 	hateful
We should just hang all these Muslims. 	hateful
We should just hang all these immigrants. 	hateful
We would be better off if those women were eradicated. 	hateful
We would be better off if those trans people were eradicated. 	hateful
We would be better off if those gay people were eradicated. 	hateful
We would be better off if those black people were eradicated. 	hateful
We would be better off if those disabled people were eradicated. 	hateful
We would be better off if those Muslims were eradicated. 	hateful
We would be better off if those immigrants were eradicated. 	hateful
If only women like you all had their throats cut. 	hateful
If only trans people like you all had their throats cut. 	hateful
If only gay people like you all had their throats cut. 	hateful
If only black people like you all had their throats cut. 	hateful
If only disabled people like you all had their throats cut. 	hateful
If only Muslims like you all had their throats cut. 	hateful
If only immigrants like you all had their throats cut. 	hateful
It would be best to just drown those kinds of women. 	hateful
It would be best to just drown those kinds of trans people. 	hateful
It would be best to just drown those kinds of gay people. 	hateful
It would be best to just drown those kinds of black people. 	hateful
It would be best to just drown those kinds of disabled people. 	hateful
It would be best to just drown those kinds of Muslims. 	hateful
It would be best to just drown those kinds of immigrants. 	hateful
Raping a woman like you should not be illegal. 	hateful
Raping a trans person like you should not be illegal. 	hateful
Raping a gay person like you should not be illegal. 	hateful
Raping a black person like you should not be illegal. 	hateful
Raping a disabled person like you should not be illegal. 	hateful
Raping a Muslim like you should not be illegal. 	hateful
Raping an immigrant like you should not be illegal. 	hateful
Murdering a woman like you should be decriminalised. 	hateful
Murdering a trans person like you should be decriminalised. 	hateful
Murdering a gay person like you should be decriminalised. 	hateful
Murdering a black person like you should be decriminalised. 	hateful
Murdering a disabled person like you should be decriminalised. 	hateful
Murdering a Muslim like you should be decriminalised. 	hateful
Murdering an immigrant like you should be decriminalised. 	hateful
Those kinds of women ought to be executed. 	hateful
Those kinds of trans people ought to be executed. 	hateful
Those kinds of gay people ought to be executed. 	hateful
Those kinds of black people ought to be executed. 	hateful
Those kinds of disabled people ought to be executed. 	hateful
Those kinds of Muslims ought to be executed. 	hateful
Those kinds of immigrants ought to be executed. 	hateful
If only someone would strangle those women. 	hateful
If only someone would strangle those trans people. 	hateful
If only someone would strangle those gay people. 	hateful
If only someone would strangle those black people. 	hateful
If only someone would strangle those disabled people. 	hateful
If only someone would strangle those Muslims. 	hateful
If only someone would strangle those immigrants. 	hateful
In a just world, women like you would all be dead. 	hateful
In a just world, trans people like you would all be dead. 	hateful
In a just world, gay people like you would all be dead. 	hateful
In a just world, black people like you would all be dead. 	hateful
In a just world, disabled people like you would all be dead. 	hateful
In a just world, Muslims like you would all be dead. 	hateful
In a just world, immigrants like you would all be dead. 	hateful
The world would be better off without women like you. 	hateful
The world would be better off without trans people like you. 	hateful
The world would be better off without gay people like you. 	hateful
The world would be better off without black people like you. 	hateful
The world would be better off without disabled people like you. 	hateful
The world would be better off without Muslims like you. 	hateful
The world would be better off without immigrants like you. 	hateful
One can only hope someone will put an end to those women. 	hateful
One can only hope someone will put an end to those trans people. 	hateful
One can only hope someone will put an end to those gay people. 	hateful
One can only hope someone will put an end to those black people. 	hateful
One can only hope someone will put an end to those disabled people. 	hateful
One can only hope someone will put an end to those Muslims. 	hateful
One can only hope someone will put an end to those immigrants. 	hateful
It's in everybody's interest to just slaughter those women. 	hateful
It's in everybody's interest to just slaughter those trans people. 	hateful
It's in everybody's interest to just slaughter those gay people. 	hateful
It's in everybody's interest to just slaughter those black people. 	hateful
It's in everybody's interest to just slaughter those disabled people. 	hateful
It's in everybody's interest to just slaughter those Muslims. 	hateful
It's in everybody's interest to just slaughter those immigrants. 	hateful
Somebody should just stab those women. 	hateful
Somebody should just stab those trans people. 	hateful
Somebody should just stab those gay people. 	hateful
Somebody should just stab those black people. 	hateful
Somebody should just stab those disabled people. 	hateful
Somebody should just stab those Muslims. 	hateful
Somebody should just stab those immigrants. 	hateful
Someone should snap the necks of all those women. 	hateful
Someone should snap the necks of all those trans people. 	hateful
